year,id,age,sex,race,degree,educ,region,marital,childs,wrkstat,hrs1,income_2000dollars,class,party,political_views,pres20,gunlaw,cappun,cannabis_legal,happy,health,life,trust,satfin,mental_health_bad_days,relig,attend,god,postlife,bible
2022,2573,59,female,white,associate/junior college,14,south,divorced,2,"unemployed, laid off, looking for work",,,lower class,not very strong democrat,"moderate, middle of the road",biden,favor,favor,,not too happy,fair,routine,,not satisfied at all,,none,never,,don't know,inspired word
2022,2574,21,female,white,high school,13,south,married,0,in school,,13451.25,working class,not very strong republican,slightly conservative,,,favor,should be legal,pretty happy,good,,can't be too careful,not satisfied at all,,protestant,2-3 times a month,believe with doubts,yes,inspired word
2022,2575,72,female,white,high school,12,south,divorced,1,working part time,8,7121.25,middle class,strong republican,conservative,trump,favor,favor,,pretty happy,excellent,routine,,pretty well satisfied,1,protestant,several times a week,,,
2022,2576,20,female,white,associate/junior college,14,south,never married,0,working part time,20,,working class,"independent (neither, no response)",slightly liberal,biden,,oppose,should be legal,pretty happy,good,,depends,more or less satisfied,5,other,never,higher power,yes,ancient book
2022,2577,,male,white,bachelor's,16,south,never married,0,working full time,40,,middle class,"independent, close to democrat",slightly liberal,,favor,oppose,,pretty happy,good,routine,,more or less satisfied,0,protestant,2-3 times a month,no doubts,,
2022,2578,20,female,white,high school,12,south,never married,0,working full time,40,20572.5,working class,strong democrat,liberal,,,oppose,should be legal,pretty happy,good,,can't be too careful,more or less satisfied,6,none,never,higher power,yes,ancient book
2022,2579,61,male,white,high school,14,south,divorced,3,working full time,48,20572.5,working class,strong democrat,slightly liberal,biden,favor,favor,,pretty happy,good,routine,,not satisfied at all,0,none,about once or twice a year,,,
2022,2580,52,male,white,bachelor's,16,south,married,2,working full time,60,88620,middle class,strong democrat,liberal,biden,favor,oppose,,pretty happy,good,exciting,,more or less satisfied,0,none,never,"don't know, no way to find out",,
2022,2581,39,male,white,associate/junior college,14,south,never married,1,working full time,50,5697,working class,"independent (neither, no response)",don't know,,oppose,favor,,very happy,excellent,exciting,,not satisfied at all,0,protestant,never,,don't know,don't know
2022,2582,80,female,white,high school,12,south,widowed,0,retired,,,middle class,not very strong democrat,conservative,,,oppose,should not be legal,don't know,good,,can't be too careful,pretty well satisfied,,protestant,about once a month,no doubts,yes,word of god
2022,2583,54,male,white,graduate,20,south,divorced,3,working full time,50,88620,middle class,"independent, close to republican",conservative,trump,oppose,favor,,not too happy,good,routine,,more or less satisfied,0,protestant,less than once a year,believe with doubts,,
2022,2584,71,female,white,bachelor's,16,south,never married,0,retired,,,middle class,strong democrat,liberal,biden,favor,oppose,,not too happy,good,routine,,pretty well satisfied,,protestant,about once or twice a year,believe with doubts,,
2022,2585,55,male,other,high school,13,south,divorced,0,"unemployed, laid off, looking for work",,20572.5,working class,"independent, close to republican","moderate, middle of the road",,oppose,oppose,,pretty happy,fair,exciting,,not satisfied at all,,protestant,never,,yes,inspired word
2022,2586,29,female,white,high school,12,south,never married,3,working full time,40,28485,working class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,pretty happy,good,routine,,not satisfied at all,0,none,never,,no,ancient book
2022,2587,21,male,white,high school,13,south,never married,0,working full time,40,,working class,"independent, close to republican","moderate, middle of the road",other candidate,favor,oppose,,very happy,excellent,exciting,,more or less satisfied,0,protestant,several times a week,,yes,word of god
2022,2588,75,female,white,graduate,20,south,married,3,retired,,,middle class,"independent, close to republican",conservative,don't know,oppose,favor,,pretty happy,fair,routine,,more or less satisfied,,protestant,nearly every week,no doubts,,
2022,2589,68,female,white,high school,12,south,married,2,retired,,,middle class,strong democrat,slightly liberal,biden,favor,favor,,pretty happy,excellent,exciting,,more or less satisfied,,protestant,nearly every week,no doubts,,
2022,2590,75,male,white,bachelor's,16,south,widowed,2,retired,,,middle class,not very strong republican,conservative,trump,,oppose,should not be legal,pretty happy,excellent,,most people can be trusted,pretty well satisfied,,catholic,every week,no doubts,yes,inspired word
2022,2591,74,female,white,graduate,17,south,widowed,2,retired,,,middle class,"independent, close to democrat",slightly liberal,biden,,don't know,should be legal,pretty happy,good,,can't be too careful,pretty well satisfied,,protestant,several times a year,,no,other (vol)
2022,2592,74,female,white,high school,14,south,married,2,retired,,,working class,strong democrat,slightly liberal,biden,favor,oppose,,pretty happy,fair,exciting,,pretty well satisfied,,protestant,about once or twice a year,,,
2022,2593,72,male,white,high school,12,south,divorced,2,retired,,,working class,"independent, close to republican",conservative,trump,favor,favor,should not be legal,pretty happy,good,routine,can't be too careful,not satisfied at all,,protestant,several times a year,no doubts,yes,word of god
2022,2594,43,female,white,associate/junior college,15,south,married,1,keeping house,,,working class,"independent, close to democrat","moderate, middle of the road",other candidate,favor,oppose,,pretty happy,good,routine,,more or less satisfied,,none,never,"don't know, no way to find out",,
2022,2595,47,male,white,high school,12,south,married,2,working full time,25,52222.5,working class,strong republican,conservative,trump,oppose,favor,,very happy,excellent,exciting,,more or less satisfied,0,protestant,every week,no doubts,,
2022,2596,37,female,white,graduate,18,south,never married,0,working full time,40,34815,working class,strong republican,conservative,trump,oppose,favor,,very happy,excellent,exciting,,more or less satisfied,,protestant,every week,no doubts,,
2022,2597,52,female,white,high school,12,south,married,2,working full time,40,20572.5,working class,not very strong republican,"moderate, middle of the road",biden,,favor,should be legal,very happy,excellent,,most people can be trusted,more or less satisfied,0,protestant,every week,no doubts,yes,inspired word
2022,2598,65,male,white,bachelor's,16,south,married,2,retired,,,working class,strong republican,conservative,trump,oppose,favor,,very happy,good,exciting,,not satisfied at all,,protestant,several times a year,,,
2022,2599,63,male,other,associate/junior college,15,south,divorced,0,working part time,4,,working class,"independent (neither, no response)",conservative,trump,oppose,favor,,very happy,good,exciting,,more or less satisfied,0,protestant,2-3 times a month,,,
2022,2600,36,female,white,high school,11,south,divorced,5,"unemployed, laid off, looking for work",,34815,working class,not very strong republican,conservative,trump,favor,oppose,,not too happy,excellent,exciting,,not satisfied at all,,christian,several times a year,no doubts,,
2022,2601,25,female,white,bachelor's,16,south,never married,0,working full time,40,23737.5,middle class,"independent, close to democrat","moderate, middle of the road",,,oppose,,pretty happy,excellent,,,not satisfied at all,4,protestant,never,believe with doubts,,
2022,2602,73,male,white,high school,14,south,married,2,retired,,,working class,strong democrat,slightly liberal,biden,favor,favor,,pretty happy,fair,routine,,pretty well satisfied,,catholic,every week,,yes,word of god
2022,2603,56,male,white,high school,12,south,married,2,working full time,40,63300,middle class,"independent, close to democrat","moderate, middle of the road",biden,,oppose,should be legal,not too happy,good,,most people can be trusted,pretty well satisfied,0,protestant,never,believe sometimes,yes,inspired word
2022,2604,43,male,white,high school,13,south,never married,3,working full time,30,,working class,"independent, close to republican",extremely conservative,,,favor,should be legal,not too happy,fair,,can't be too careful,not satisfied at all,30,none,never,don't believe,yes,ancient book
2022,2605,18,female,white,high school,12,northeast,never married,0,working part time,25,4747.5,working class,strong democrat,extremely liberal,,favor,oppose,,not too happy,good,dull,,more or less satisfied,10,none,never,,,
2022,2606,67,female,white,bachelor's,16,northeast,never married,0,retired,,,lower class,"independent (neither, no response)","moderate, middle of the road",biden,,favor,,not too happy,fair,,,not satisfied at all,,catholic,about once a month,no doubts,,
2022,2607,40,male,white,high school,12,northeast,married,2,working full time,40,28485,working class,"independent (neither, no response)",slightly conservative,other candidate,,favor,,not too happy,fair,,,not satisfied at all,5,none,never,"don't know, no way to find out",,
2022,2608,64,male,white,high school,12,northeast,never married,0,retired,,,lower class,"independent, close to republican",conservative,,favor,favor,,not too happy,good,routine,,not satisfied at all,,protestant,never,believe with doubts,,
2022,2609,59,female,white,bachelor's,16,northeast,married,1,retired,,,middle class,not very strong republican,conservative,trump,favor,oppose,,not too happy,good,routine,,more or less satisfied,,catholic,never,,yes,inspired word
